id,virus,host,probability_positive
4071,WNV,Thallomys nigricauda,0.9927208340000001
4072,WNV,African arvicanthis,0.9927208340000001
4073,CEEV,human,0.811348455
4074,WNV,Rufous Hornero,0.7697305259999999
4075,SLEV,Rufous Hornero,0.245508239
4076,SLEV,Rufous Hornero,0.7697305259999999
4077,WNV,Rufous Hornero,0.811348455
4078,West Nile virus,Chicken,0.7697305259999999
4079,West Nile virus,horse,0.7697305259999999
4080,USUTU virus,Chicken,0.7697305259999999
4081,USUTU virus,horse,0.7697305259999999
4082,WNV,Crocidura olivieri,0.7697305259999999
4083,WNV,C occidentalis,0.7697305259999999
4084,SIN,human,0.811348455
4085,TBEV,M glareolus,0.5
4086,TBE,M glareolus,0.5
4087,TBEV,mice,0.992877153
4088, WNV ,Caracara cheriway,0.811348455
4089, EEEV ,Caracara cheriway,0.811348455
4090, SLEV ,Caracara cheriway,0.811348455
4091,West Nile virus,Caracara cheriway,0.811348455
4092,eastern equine encephalitis virus,Caracara cheriway,0.811348455
4093,EYAV,sheep,0.7697305259999999
4094,BHAV,sheep,0.7697305259999999
4095,TRBV,sheep,0.7697305259999999
4096,TBEV,M glareolus,0.8952688259999999
4097,TBEV,M agrestis,0.8952688259999999
4098,WNV,horse,0.9906540979999999
4099,WNV,human,0.9906540979999999
4100,WNV,greater Egyptian gerbil,0.535475279
4101,WNV,Microtus guentheri,0.21137518
4102,WNV,Myodes glareolus,0.21137518
4103,WNV,Tatera indica,0.811348455
4104,WNV,bank vole,0.21137518
4105,WNV,Indian gerbil,0.811348455
4106,WNV,bushy  tailed jird,0.811348455
4107,WNV,Gerbillus pyramidum,0.535475279
4108,WNV,Indian desert jird,0.811348455
4109,WNV,Sekeetamys calurus,0.811348455
4110,WNV,Microtus arvalis,0.452557473
4111,WNV,common vole,0.21137518
4112,WNV,Meriones hurrianae,0.811348455
4113,Yellow fever,monkeys,0.811348455
4114,Yellow fever,mantled howler,0.811348455
4115,Yellow fever,monkeys,0.811348455
4116,USUV,human,0.811348455
4117,LI virus,mouse,0.971334661
4118,LI virus,mouse,0.971334661
4119,AVAV,pigeon,0.7697305259999999
4120,PIV,pigeon,0.7697305259999999
4121,TBEV,M arvalis,0.991233885
4122,TBE,human,0.7697305259999999
4123,TBEV,Myodes rufocanus,0.811348455
4124,TBEV,Microtus arvalis,0.811348455
4125,TBEV,Myodes rufocanus,0.7697305259999999
4126,TBEV,Microtus arvalis,0.7697305259999999
4127,TBEV,Myodes rufocanus,0.811348455
4128,TBEV,Microtus arvalis,0.811348455
4514,Zika virus,monkey,0.778382659
4515,WNV,starling,0.834824502
4516,WNV,blue tit,0.834887803
4517,WNV,Great reed warbler,0.46092864899999997
4518,WNV,Red  crested pochard,0.46092864899999997
4519,WNV,Aythya ferina,0.46092864899999997
4520,WNV,Turdus merula,0.46092864899999997
4521,WNV,Anas platyrhynchos,0.46092864899999997
4522,WNV,Hirundo rustica,0.46092864899999997
4523,WNV,Reed bunting,0.460930258
4524,WNV,goose,0.46092864899999997
4525,WNV,Blackcap,0.46092864899999997
4526,WNV,Acrocephalus schoenobaenus,0.46092864899999997
4527,WNV,Lanius collurio,0.46092894700000003
4528,WNV,Reed warbler,0.46092864899999997
4529,WNV,Larus ridibundus,0.46092864899999997
4530,WNV,Sylvia nisoria,0.46092864899999997
4531,WNV,Anser anser,0.46092864899999997
4532,WNV,Acrocephalus palustris,0.46092864899999997
4533,WNV,Gadwall,0.46092864899999997
4534,WNV,Stonechat,0.46092864899999997
4535,WNV,Sylvia atricapilla,0.46092864899999997
4536,WNV,Common kingfisher,0.46092864899999997
4537,WNV,Blue tit,0.46092864899999997
4538,WNV,Panurus biarmicus,0.46092864899999997
4539,WNV,Netta rufina,0.46092864899999997
4540,WNV,Common coot,0.46092864899999997
4541,WNV,Emberiza schoeniclus,0.46093452
4542,WNV,Acrocephalus arundinaceus,0.46092864899999997
4543,WNV,Song thrush,0.46092864899999997
4544,WNV,Tufted duck,0.46092864899999997
4545,WNV,Icterine warbler,0.46092864899999997
4546,WNV,Remiz pendulinus,0.46092864899999997
4547,WNV,Saxicola torquatus,0.46092864899999997
4548,WNV,Acrocephalus scirpaceus,0.46092864899999997
4549,WNV,parus caeruleus,0.460928679
4550,WNV,Starling,0.46092844
4551,WNV,Fulica atra,0.46092864899999997
4552,WNV,Common sandpiper,0.46092864899999997
4553,WNV,Aythya fuligula,0.46092864899999997
4554,WNV,Turdus philomelos,0.46092864899999997
4555,WNV,Marsh warbler,0.46092864899999997
4556,WNV,Little grebe,0.46092864899999997
4557,WNV,Barred warbler,0.46092864899999997
4558,WNV,mallard,0.46092864899999997
4559,WNV,Hippolais icterina,0.46092864899999997
4560,WNV,Sturnus vulgaris,0.460930854
4561,WNV,Locustella luscinioides,0.46092864899999997
4562,WNV,Common pochard,0.46092864899999997
4563,WNV,Sedge warbler,0.46092864899999997
4564,WNV,Blackbird,0.46092864899999997
4565,WNV,duck,0.46092864899999997
4566,WNV,Swallow,0.46092864899999997
4567,WNV,Red  backed shrike,0.46092882799999996
4568,WNV,Black  headed gull,0.46092864899999997
4569,WNV,Anas platyrhynchos,0.46092864899999997
4570,WNV,Tachybaptus ruficollis,0.46092864899999997
4571,WEST NILE VIRUS,Great reed warbler,0.46092864899999997
4572,WEST NILE VIRUS,Red  crested pochard,0.46092864899999997
4573,WEST NILE VIRUS,Aythya ferina,0.46092864899999997
4574,WEST NILE VIRUS,Turdus merula,0.46092864899999997
4575,WEST NILE VIRUS,Anas platyrhynchos,0.46092864899999997
4576,WEST NILE VIRUS,Hirundo rustica,0.46092864899999997
4577,WEST NILE VIRUS,Reed bunting,0.460930258
4578,WEST NILE VIRUS,goose,0.46092864899999997
4579,WEST NILE VIRUS,Blackcap,0.46092864899999997
4580,WEST NILE VIRUS,Acrocephalus schoenobaenus,0.46092864899999997
4581,WEST NILE VIRUS,Lanius collurio,0.46092894700000003
4582,WEST NILE VIRUS,Reed warbler,0.46092864899999997
4583,WEST NILE VIRUS,Larus ridibundus,0.46092864899999997
4584,WEST NILE VIRUS,Sylvia nisoria,0.46092864899999997
4585,WEST NILE VIRUS,Anser anser,0.46092864899999997
4586,WEST NILE VIRUS,Acrocephalus palustris,0.46092864899999997
4587,WEST NILE VIRUS,Gadwall,0.46092864899999997
4588,WEST NILE VIRUS,Stonechat,0.46092864899999997
4589,WEST NILE VIRUS,Sylvia atricapilla,0.46092864899999997
4590,WEST NILE VIRUS,Common kingfisher,0.46092864899999997
4591,WEST NILE VIRUS,Blue tit,0.46092864899999997
4592,WEST NILE VIRUS,Panurus biarmicus,0.46092864899999997
4593,WEST NILE VIRUS,Netta rufina,0.46092864899999997
4594,WEST NILE VIRUS,Common coot,0.46092864899999997
4595,WEST NILE VIRUS,Emberiza schoeniclus,0.46093452
4596,WEST NILE VIRUS,Acrocephalus arundinaceus,0.46092864899999997
4597,WEST NILE VIRUS,Song thrush,0.46092864899999997
4598,WEST NILE VIRUS,Tufted duck,0.46092864899999997
4599,WEST NILE VIRUS,Icterine warbler,0.46092864899999997
4600,WEST NILE VIRUS,Remiz pendulinus,0.46092864899999997
4601,WEST NILE VIRUS,Saxicola torquatus,0.46092864899999997
4602,WEST NILE VIRUS,Acrocephalus scirpaceus,0.46092864899999997
4603,WEST NILE VIRUS,parus caeruleus,0.460928679
4604,WEST NILE VIRUS,Starling,0.46092844
4605,WEST NILE VIRUS,Fulica atra,0.46092864899999997
4606,WEST NILE VIRUS,Common sandpiper,0.46092864899999997
4607,WEST NILE VIRUS,Aythya fuligula,0.46092864899999997
4608,WEST NILE VIRUS,Turdus philomelos,0.46092864899999997
4609,WEST NILE VIRUS,Marsh warbler,0.46092864899999997
4610,WEST NILE VIRUS,Little grebe,0.46092864899999997
4611,WEST NILE VIRUS,Barred warbler,0.46092864899999997
4612,WEST NILE VIRUS,mallard,0.46092864899999997
4613,WEST NILE VIRUS,Hippolais icterina,0.46092864899999997
4614,WEST NILE VIRUS,Sturnus vulgaris,0.460930854
4615,WEST NILE VIRUS,Locustella luscinioides,0.46092864899999997
4616,WEST NILE VIRUS,Common pochard,0.46092864899999997
4617,WEST NILE VIRUS,Sedge warbler,0.46092864899999997
4618,WEST NILE VIRUS,Blackbird,0.46092864899999997
4619,WEST NILE VIRUS,duck,0.46092864899999997
4620,WEST NILE VIRUS,Swallow,0.46092864899999997
4621,WEST NILE VIRUS,Red  backed shrike,0.46092882799999996
4622,WEST NILE VIRUS,Black  headed gull,0.46092864899999997
4623,WEST NILE VIRUS,Anas platyrhynchos,0.46092864899999997
4624,WEST NILE VIRUS,Tachybaptus ruficollis,0.46092864899999997
4625,tick  borne encephalitis virus,dog,0.82661432
4626,SLE,pig,0.893675089
4627,Rio Bravo,pig,0.893626213
4628, PFU ,green monkey,0.565426588
4629, PFU ,rhesus monkey,0.565284491
4630,USUV,common coot,0.589871109
4631,SLE virus,turkey,0.845296443
4632,Koutango,turkey,0.845087409
4633,CPE,turkey,0.84692651
4634,Salmonella,swine,0.646261275
4635,Escherichia,swine,0.638717234
4636,Zika virus,human,0.759952009
4637,Zika virus,monkey,0.758276939
4638,Zika virus,human,0.7606925370000001
4639,Zika virus,monkey,0.758983552
4640,Koutango,turkey,0.6610922810000001
4641,Bukalasa bat,turkey,0.743376851
4642,Saboya,turkey,0.749992847
4643,Koutango,turkey,0.75114584
4644,Entebbe bat,turkey,0.736548007
4645,Rio Bravo,turkey,0.762573719
4646,Apoi,turkey,0.750091672
4647,Dakar bat,turkey,0.7427050470000001
4648,WNV,Panurus biarmicus,0.61402452
4649,WNV,blue tit,0.589025021
4650,WNV,Panurus biarmicus,0.613820493
4651,WNV,blue tit,0.588781416
4652,TBE,human,0.882630646
4653,TBE,loup,0.8818576929999999
4654,TBE,mouflon,0.7382007840000001
4655, TBE ,mouflon,0.75460583
4656,louping ill virus,mouflon,0.760466874
4657,West Nile virus,Columba livia,0.824742436
4658,Jutiapa,S hispidus,0.665412009
4659,Jutiapa,Cow,0.733711302
4660,dengue,human,0.7410960790000001
4661,dengue,human,0.740997493
4662,West Nile,human,0.7410981059999999
4663,West Nile,human,0.740999341
4664,Murray Valley encephalitis,human,0.7410976290000001
4665,Murray Valley encephalitis,human,0.7409989240000001
4666, MVE ,human,0.7410941120000001
4667, MVE ,human,0.7409952879999999
4668,Japanese encephalitis,human,0.741098702
4669,Japanese encephalitis,human,0.740999877
4670,WNV,mouse,0.471718401
4671, EDTA ,mouse,0.439843208
4672,DENV,A lituratus,0.77539742
4673,DENV,A jamaicensis,0.774572313
4674,DENV,G soricina,0.792861521
4675,DENV,A lituratus,0.7862534520000001
4676,DENV,A jamaicensis,0.785457373
4677,DENV,G soricina,0.8017157909999999
4678,WN virus,human,0.829037845
4679,MVE,human,0.8289227490000001
4680,USUV,Spotted Eagle,0.816016257
4681,USUV,magpie,0.8039187190000001
4682,WNV,Spotted Eagle,0.802338421
4683,WNV,magpie,0.791851759
4684,DENV,human,0.934110343
4685,FUAS,mice,0.880092144
4686,WNV,common coot,0.659677088
4687,ZIKA VIRUS,MONKEY,0.607047439
4688,WNV,Pica pica,0.569349229
4689,WNV,Pica pica,0.591685414
4690,USUV,common coot,0.6302953960000001
4691,fam,monkeys,0.859938145
4692,Zika virus,monkeys,0.862009823
4693,Koutango,turkey,0.617712438
4694,TBEV,mouflon,0.702810585
4695,TBEV,mouflon,0.734273672
4696,dengue virus,monkeys,0.9140876529999999
4697,Wesselsbron virus,human,0.76086098
4698,Wesselsbron virus,human,0.7373844979999999
4699,louping ill virus,sheep,0.841942787
4700,louping ill virus,human,0.841906667
4701,louping ill virus,goat,0.841842949
4702,louping ill virus,sheep,0.841898382
4703,TBEV,sheep,0.8419353959999999
4704,TBEV,human,0.841898024
4705,TBEV,goat,0.8418363329999999
4706,TBEV,sheep,0.841890693
4707,MVEV,human,0.707746744
4708,MVEV,human,0.7068932059999999
4709,Tembusu virus,human,0.77094996
4710,Tembusu virus,human,0.7734600309999999
4711,dengue,human,0.758470118
4712,dengue,Carollia perspicillata,0.739486456
4713,DENV,human,0.7586459520000001
4714,DENV,Carollia perspicillata,0.739716113
4715,DENV,human,0.75823617
4716,DENV,Carollia perspicillata,0.739181578
4717,DENV,human,0.7622597809999999
4718,DENV,Carollia perspicillata,0.7439081670000001
4719,DENV,human,0.758470654
4720,DENV,Carollia perspicillata,0.7394871709999999
4721,DENV,human,0.7584583159999999
4722,DENV,Carollia perspicillata,0.7394710179999999
4723,DENV,human,0.7584708929999999
4724,DENV,Carollia perspicillata,0.7394875879999999
4725,DENV,human,0.7584712509999999
4726,DENV,Carollia perspicillata,0.7394879459999999
4727,DENV,human,0.758471131
4728,DENV,Carollia perspicillata,0.739487708
4729,DENV,A lituratus,0.891680658
4730,TBEV,mouflon,0.53488946
4731,TBEV,mouflon,0.530466735
4732,TBEV,mouflon,0.534684837
4733,louping ill virus,mouflon,0.532548547
4734,Saboya,turkey,0.48790288
4735,SLE virus,turkey,0.668536544
4736,Zika virus,human,0.682127655
4737,Zika virus,human,0.6821884509999999
4738,USUV,Blackbird,0.868962288
4739,WRC,Blackbird,0.863849282
4740,Rio Bravo virus,human,0.552233636
4741,Zika Virus,Monkey,0.46392729899999996
4742,FUAS,mice,0.758584797
4743,TBE,dog,0.79822427
4744,DENV,human,0.78672868
4745,DENV,monkeys,0.786727011
4746,DENV,A lituratus,0.776890278
4747,DENV,A jamaicensis,0.785801888
4748,DENV,G soricina,0.792406321
4749,DENV,human,0.786727011
4750,DENV,human,0.791659355
4751,DENV,monkeys,0.791657865
4752,DENV,A lituratus,0.783144295
4753,DENV,A jamaicensis,0.791532218
4754,DENV,G soricina,0.797555685
4755,DENV,human,0.791657865
4756,DENV,human,0.786742508
4757,DENV,monkeys,0.786740124
4758,DENV,A lituratus,0.776907921
4759,DENV,A jamaicensis,0.785818934
4760,DENV,G soricina,0.792420208
4761,DENV,human,0.786740184
4762,Entebbe bat,monkey,0.442766875
4763,Rio Bravo virus,monkey,0.46502208700000003
4764,SLE,monkey,0.43650811899999997
4765,tick  borne encephalitis,sheep,0.780116916
4766,WNV,great reed warbler,0.645596147
4767,Murray Valley encephalitis virus,horse,0.8349105720000001
4768,louping ill virus,sheep,0.587416112
4769,DENV,A lituratus,0.8426261540000001
4770,DENV,G soricina,0.836198986
4771,WNV,Starling,0.678969741
4772,WNV,Magpie,0.678375244
4773,WNV,moustached warbler,0.626258552
4774,WNV,Acrocephalus melanopogon,0.634000301
4775,WNV,reed warbler,0.649445772
4776,Modoc,turkey,0.7044823170000001
4777,TBE,mouflon,0.7496948240000001
4778,TBEV,mouflon,0.776152611
4779,West Nile virus,human,0.686603546
4780,JE virus,Nycticorax nycticorax,0.451057792
4781, TBE ,Ovis ammon,0.73442924
4782, TBE ,human,0.726361156
4783, TBE ,mouflon,0.73442018
4784,Modoc virus,mice,0.7137019040000001
4785,Modoc virus,Peromyscus maniculatus,0.7188643809999999
4786,Zika virus,Euro,0.43216541399999997
4787,chikungunya,Euro,0.430080831
4788,dengue,Euro,0.429604828
4789,dengue,human,0.7201557759999999
4790,Koutango,turkey,0.7783014770000001
4791,WNV,blue tit,0.724227726
4792,WNV,common kingfisher,0.707807422
4793,WNV,human,0.471526325
4794,USUV,coot,0.47100234
4795,USUV,coot,0.471623898
4796,USUV,coot,0.482719004
4797,USUV,coot,0.483291149
4798,WNV,coot,0.47144141799999995
4799,WNV,coot,0.4721286
4800,WNV,coot,0.473749697
4801,WNV,coot,0.47445923100000004
4802,USUV,coot,0.471476495
4803,USUV,coot,0.47216036899999997
4804,WNV,human,0.738397539
4805,DENV,Glossophaga soricina,0.692267895
4806,DENV,A lituratus,0.686828315
4807,DENV,A lituratus,0.711321175
4808,DENV,Artibeus jamaicensis,0.696060956
4809,USUV,Magpie,0.5015451910000001
4810,West Nile virus,human,0.7884257440000001
4811,Tembusu virus,monkeys,0.821198702
4812,USUV,Starling,0.9150634409999999
4813,USUV,Greater Spotted Eagle,0.9055929779999999
4814,dengue,monkey,0.758001447
4815,Zika virus,monkey,0.755285084
4816,DENV,A phaeotis,0.543978274
4817,DENV,Glossophaga commissarisi,0.543985665
4818,DENV,Pteronotus davyi,0.54439342
4819,DENV,Carollia perspicillata,0.543977618
4820,DENV,S bilineata,0.544271111
4821,DENV,Sturnira lilium,0.545114338
4822,DENV,Hylonycteris underwoodi,0.54382962
4823,DENV,A lituratus,0.5439777370000001
4824,DENV,C sowelli,0.543975592
4825,DENV,G soricina,0.5439650420000001
4826,DENV,S ludovici,0.542448461
4827,DENV,Desmodus rotundus,0.5439800020000001
4828,DENV,Uroderma bilobatum,0.542702138
4829,DENV,Artibeus jamaicensis,0.5439777370000001
4830,DENV,Platyrrhinus helleri,0.543949723
4831,DENV,A phaeotis,0.54955107
4832,DENV,Glossophaga commissarisi,0.5495575070000001
4833,DENV,Pteronotus davyi,0.549915195
4834,DENV,Carollia perspicillata,0.549550474
4835,DENV,S bilineata,0.549813569
4836,DENV,Sturnira lilium,0.550560057
4837,DENV,Hylonycteris underwoodi,0.5494202970000001
4838,DENV,A lituratus,0.549550593
4839,DENV,C sowelli,0.5495486860000001
4840,DENV,G soricina,0.549539387
4841,DENV,S ludovici,0.548209846
4842,DENV,Desmodus rotundus,0.54955256
4843,DENV,Uroderma bilobatum,0.548403561
4844,DENV,Artibeus jamaicensis,0.549550593
4845,DENV,Platyrrhinus helleri,0.549525857
4846,West Nile virus,human,0.8057255740000001
4847,APOI,turkey,0.49686750799999996
4848,Saboya,turkey,0.50019747
4849,Apoi,turkey,0.480513453
4850,Dengue,human,0.41901901399999997
4851,Dengue,human,0.41901901399999997
4852, USUV ,Fulica atra,0.33891168200000005
4853, USUV ,Fulica atra,0.339012831
4854,USUTU,Fulica atra,0.33892598700000004
4855,USUTU,Fulica atra,0.339027852
4856,WNV,Fulica atra,0.33841541399999997
4857,WNV,Fulica atra,0.338492185
4858, WNV ,Fulica atra,0.338850886
4859, WNV ,Fulica atra,0.338942975
4860,WNV,Fulica atra,0.338841766
4861,WNV,Fulica atra,0.33893191799999994
4862,USUV,Fulica atra,0.338683277
4863,USUV,Fulica atra,0.338794559
4864,WEST NILE VIRUS,Fulica atra,0.33889848
4865,WEST NILE VIRUS,Fulica atra,0.338996708
4866,WNV,coot,0.70288074
4867,WNV,coot,0.702697575
4868,Usutu,coot,0.70292002
4869,Usutu virus,coot,0.7011958359999999
4870,FCS,mouse,0.705538929
4871, PFU ,mouse,0.706904531
4872,WNV,mouse,0.706892788
4873,Koutango,turkey,0.695461452
4874,Saboya,turkey,0.705522656
4875,Entebbe bat,turkey,0.676687837
4876,DENV,Carollia sowelli,0.505279481
4877,DENV,A planirostris,0.552723527
4878,DENV,Myotis nigricans,0.5131430029999999
4879,DENV,Carollia sowelli,0.502024233
4880,DENV,A planirostris,0.544529915
4881,DENV,Myotis nigricans,0.509399533
4882,DENV,Carollia sowelli,0.486556053
4883,DENV,A planirostris,0.53684634
4884,DENV,Myotis nigricans,0.491172761
4885,TBEV,mouflon,0.578627825
4886,TBEV,mouflon,0.57957834
4887,Zika virus,monkey,0.8354773520000001
4888,Zika Virus,Monkey,0.57558912
4889,Jutiapa,turkey,0.500936866
4890,Apoi,turkey,0.50236392
4891,Cowbone Ridge,turkey,0.5012577770000001
4892,Koutango,turkey,0.502541184
4893,Entebbe bat,turkey,0.502548039
4894,Carey Island,turkey,0.501993418
4895,Rio Bravo,turkey,0.49640411100000004
4896,Bukalasa bat,turkey,0.501881599
4897,Phnom Penh bat,turkey,0.49710270799999995
4898,Saboya,turkey,0.5025098920000001
4899,TBE,mouflon,0.788458943
4900,DENV,human,0.6960207820000001
4901,MVEV,human,0.7619475720000001
4902,SLE virus,turkey,0.6108784079999999
4903,Phnom Penh bat,Cynopterus brachyotis,0.791980565
4904,Dakar bat,Cynopterus brachyotis,0.811184824
4905,Saboya,Cynopterus brachyotis,0.7967768909999999
4906,Carey Island,Cynopterus brachyotis,0.7921352979999999
4907,Koutango,turkey,0.853248298
4908,FUAS,turkey,0.85269171
4909,USUV,Eurasian Collared  Dove,0.587885141
4910,USUV,European Serin,0.587881207
4911,USUV,White Stork,0.587885141
4912,USUV,Alauda arvensis,0.587885141
4913,USUV,Common Buzzard,0.587885141
4914,USUV,Dendrocopos major,0.587885141
4915,USUV,Nightjar,0.587885141
4916,USUV,Common Kestrel,0.587885141
4917,USUV,Eurasian Green Woodpecker,0.587885141
4918,USUV,Ciconia ciconia,0.587885141
4919,USUV,Black  winged Stilt,0.587885141
4920,USUV,Serinus serinus,0.58805716
4921,USUV,Buteo buteo,0.587885082
4922,USUV,Streptopelia decaocto,0.587885141
4923,USUV,Common Teal,0.587885141
4924,USUV,Little Egret,0.587885141
4925,USUV,Caprimulgus europaeus,0.587885141
4926,USUV,Falco tinnunculus,0.587885141
4927,USUV,Tawny Owl,0.587777436
4928,USUV,Picus viridis,0.587885141
4929,USUV,Anas crecca,0.587885141
4930,USUV,Mallard,0.587885141
4931,USUV,Himantopus himantopus,0.587885201
4932,USUV,Egretta garzetta,0.587885141
4933,USUV,Strix aluco,0.588573813
4934,USUV,Great Tit,0.587885141
4935,USUV,Goose,0.587885141
4936,USUV,Little Owl,0.587885141
4937,USUV,Anas platyrhynchos,0.587885141
4938,USUV,Anser anser,0.587885141
4939,USUV,Parus major,0.587885141
4940,USUV,Eurasian Blackbird,0.587885141
4941,USUV,Blackcap,0.58684212
4942,USUV,European Robin,0.587885141
4943,USUV,Circus aeruginosus,0.587885141
4944,USUV,Athene noctua,0.587885141
4945,USUV,Black  crowned Night Heron,0.587884128
4946,USUV,European Bee  eater,0.587885141
4947,USUV,Common Pheasant,0.587885141
4948,USUV,Pallid Swift,0.587885141
4949,USUV,Sylvia atricapilla,0.586296856
4950,USUV,Cattle Egret,0.587885141
4951,USUV,Turdus merula,0.587885141
4952,USUV,Erithacus rubecula,0.587885141
4953,USUV,Common Pigeon,0.587885141
4954,USUV,Common Wood  Pigeon,0.587885141
4955,USUV,Merops apiaster,0.587885141
4956,USUV,Apus pallidus,0.587885141
4957,USUV,Phasianus colchicus,0.587885141
4958,USUV,Bubulcus ibis,0.587885141
4959,USUV,Nycticorax nycticorax,0.587886035
4960,USUV,Indian Peafowl,0.587885141
4961,USUV,Hoopoe,0.5904112460000001
4962,USUV,Columba livia domestica,0.587885141
4963,USUV,Columba palumbus,0.587885141
4964,USUV,Squacco Heron,0.587885141
4965,USUV,Common Starling,0.587885141
4966,USUV,Eurasian Jackdaw,0.587885141
4967,USUV,Eurasian Magpie,0.587885141
4968,USUV,Upupa epops,0.59143728
4969,USUV,Grey Heron,0.587885141
4970,USUV,Eurasian Sparrowhawk,0.587885141
4971,USUV,Pavo cristatus,0.587885141
4972,USUV,Eurasian Golden Oriole,0.58788383
4973,USUV,Pica pica,0.587885141
4974,USUV,Ardeola ralloides,0.587885141
4975,USUV,Sturnus vulgaris,0.587885141
4976,USUV,Ardea cinerea,0.587885141
4977,USUV,Black  headed Gull,0.587885141
4978,USUV,Corvus monedula,0.587885141
4979,USUV,Cuckoo,0.587885082
4980,USUV,Northern Lapwing,0.570594132
4981,USUV,Accipiter nisus,0.587885141
4982,USUV,Great Cormorant,0.587885141
4983,USUV,Oriolus oriolus,0.587882519
4984,USUV,Cuculus canorus,0.587885082
4985,USUV,Larus ridibundus,0.587885141
4986,USUV,Bittern,0.587885141
4987,USUV,Vanellus vanellus,0.580085695
4988,USUV,Great Crested Grebe,0.587885141
4989,USUV,Barn Swallow,0.587885141
4990,USUV,Phalacrocorax carbo,0.587885141
4991,USUV,Greater Spotted Eagle,0.587885141
4992,USUV,Botaurus stellaris,0.587885141
4993,USUV,Peregrine Falcon,0.587885082
4994,USUV,Yellow  legged Gull,0.587885141
4995,USUV,Hirundo rustica,0.587885141
4996,USUV,Podiceps cristatus,0.587885141
4997,USUV,Corvus cornix,0.587885141
4998,USUV,Greater Flamingo,0.587882996
4999,USUV,Falco peregrinus,0.587885082
5000,USUV,Larus michahellis,0.587885141
5001,USUV,Tyto alba,0.587885141
5002,USUV,European Goldfinch,0.587885141
5003,USUV,Little Bittern,0.587885141
5004,USUV,Phoenicopterus ruber,0.587892354
5005,USUV,Northern House  Martin,0.587885141
5006,USUV,Eurasian Jay,0.587885141
5007,USUV,Eurasian Coot,0.587885141
5008,USUV,Common Swift,0.587885141
5009,USUV,Northern Goshawk,0.587885141
5010,USUV,Ixobrychus minutus,0.587885141
5011,USUV,Apus apus,0.587885141
5012,USUV,Fulica atra,0.587885141
5013,USUV,Garrulus glandarius,0.587885141
5014,USUV,House Sparrow,0.587885141
5015,USUV,Delichon urbica,0.587885141
5016,USUV,Eurasian Woodcock,0.587919474
5017,USUV,Accipiter gentilis,0.587885141
5018,USUV,Black Tern,0.587885141
5019,USUV,Eurasian Scops Owl,0.587885141
5020,USUV,Common Moorhen,0.587885082
5021,USUV,Passer domesticus,0.587885141
5022,USUV,Scolopax rusticola,0.587959766
5023,USUV,Chlidonias niger,0.587885141
5024,USUV,Great Spotted Woodpecker,0.587885141
5025,USUV,Eurasian Skylark,0.587885141
5026,USUV,Asio otus,0.587885141
5027,USUV,Otus scops,0.587885141
5028,USUV,Gallinula chloropus,0.587885141
5029,louping ill virus,mice,0.915764987
5030,louping ill virus,pig,0.9221829770000001
5031,louping ill virus,sheep,0.918552101
5032,Zika virus,monkey,0.835092127
5033,Koutango virus,turkey,0.6698483820000001
5034,West Nile virus,Megascops asio,0.737318337
5035,WNV,European Starling,0.759741366
5036,WNV,marsh warbler,0.512817144
5037,USUV,marsh warbler,0.521885753
5038,MVE virus,Nankeen night heron,0.5247501729999999
5039,SLE virus,turkey,0.7294093970000001
5040,TBE virus,sheep,0.868378282
5041,Zika virus,human,0.882671952
5042,Zika virus,human,0.883051157
5043,TBEV,mouflon,0.828567505
5044,TBEV,mouflon,0.82551837
5045,WNV,human,0.7624697090000001
5046,TBEV,mouflon,0.9004024270000001
5047,TBEV,mouflon,0.8830904959999999
5048, TBEV ,mouflon,0.9012941720000001
