id,virus,host,probability_positive
1396,USUV,White stork,0.5
1397,USUV,Black  headed gull,0.21137518
1398,USUV,White stork,0.5
1399,WRC,Common tern,0.5
1400,WRC,White stork,0.5
1401,WRC,White stork,0.245508239
1402,WRC,Mute swan,0.5
1403,WRC,Black  headed gull,0.21137518
1404,WRC,Mute swan,0.5
1405,WRC,Common tern,0.5
1406,WRC,White stork,0.5
1407,WRC,White stork,0.5
1408,WRC,Black  headed gull,0.21137518
1409,WRC,White stork,0.5
1410,WNV,Common tern,0.21137518
1411,WNV,White stork,0.21137518
1412,WNV,White stork,0.5
1413,WNV,Mute swan,0.21137518
1414,WNV,Black  headed gull,0.21137518
1415,WNV,Mute swan,0.21137518
1416,WNV,Common tern,0.21137518
1417,WNV,White stork,0.5
1418,WNV,White stork,0.5
1419,WNV,Black  headed gull,0.21137518
1420,WNV,White stork,0.5
1421,USUTU,Common tern,0.21137518
1422,USUTU,White stork,0.21137518
1423,USUTU,White stork,0.5
1424,USUTU,Mute swan,0.21137518
1425,USUTU,Black  headed gull,0.21137518
1426,USUTU,Mute swan,0.21137518
1427,USUTU,Common tern,0.21137518
1428,USUTU,White stork,0.5
1429,USUTU,White stork,0.5
1430,USUTU,Black  headed gull,0.21137518
1431,USUTU,White stork,0.21137518
1432,WRC,Common tern,0.21137518
1433,WRC,White stork,0.5
1434,WRC,White stork,0.5
1435,WRC,Mute swan,0.5
1436,WRC,Black  headed gull,0.21137518
1437,WRC,Mute swan,0.21137518
1438,WRC,Common tern,0.21137518
1439,WRC,White stork,0.5
1440,WRC,White stork,0.5
1441,WRC,Black  headed gull,0.21137518
1442,WRC,White stork,0.5
1443,WRC,Common tern,0.21137518
1444,WRC,White stork,0.5
1445,WRC,White stork,0.5
1446,WRC,Mute swan,0.5
1447,WRC,Black  headed gull,0.21137518
1448,WRC,Mute swan,0.5
1449,WRC,Common tern,0.21137518
1450,WRC,White stork,0.5
1451,WRC,White stork,0.5
1452,WRC,Black  headed gull,0.21137518
1453,WRC,White stork,0.5
1454,WEST NILE,Common tern,0.21137518
1455,WEST NILE,White stork,0.21137518
1456,WEST NILE,White stork,0.5
1457,WEST NILE,Mute swan,0.21137518
1458,WEST NILE,Black  headed gull,0.21137518
1459,WEST NILE,Mute swan,0.21137518
1460,WEST NILE,Common tern,0.21137518
1461,WEST NILE,White stork,0.5
1462,WEST NILE,White stork,0.5
1463,WEST NILE,Black  headed gull,0.21137518
1464,WEST NILE,White stork,0.21137518
1465,TBEV,M arvalis,0.99869619
1466,West Nile,human,0.9916422090000001
1467,West Nile virus,human,0.978352628
1468,WNV,Rufous Hornero,0.811348455
1469,USUV,human,0.811348455
1470,WRC,Jackdaw,0.7697305259999999
1471,WRC,Black  headed gull,0.245508239
1472,WRC,Rook,0.7697305259999999
1473,WRC,Black  headed gull,0.521006723
1474,WRC,Black  headed gull,0.245508239
1475,WRC,Jackdaw,0.7697305259999999
1476,WRC,Black  headed gull,0.245508239
1477,WRC,Rook,0.7697305259999999
1478,WRC,Black  headed gull,0.521006723
1479,WRC,Black  headed gull,0.245508239
1480,WRC,Jackdaw,0.811348455
1481,WRC,Black  headed gull,0.521006723
1482,WRC,Rook,0.811348455
1483,WRC,Black  headed gull,0.7697305259999999
1484,WRC,Black  headed gull,0.7697305259999999
1485,WRC,Jackdaw,0.811348455
1486,WRC,Black  headed gull,0.7697305259999999
1487,WRC,Rook,0.811348455
1488,WRC,Black  headed gull,0.7697305259999999
1489,WRC,Black  headed gull,0.7697305259999999
1490,WRC,Jackdaw,0.7697305259999999
1491,WRC,Black  headed gull,0.245508239
1492,WRC,Rook,0.811348455
1493,WRC,Black  headed gull,0.7697305259999999
1494,WRC,Black  headed gull,0.521006723
1495,TBEV,Apodemus agrarius,0.9166542679999999
1496,TBEV,Apodemus agrarius,0.9166542679999999
1497,EEE,cattle,0.911581805
1498,TBEV,human,0.7697305259999999
1499,Zika,rhesus monkey,0.9723201490000001
1500,Zika virus,rhesus monkey,0.9916422090000001
1501,MVE,human,0.978352628
1502,KUN,human,0.978352628
1503,SLE virus,human,0.9916422090000001
1504,Ntaya virus,turkey,0.92989707
1505,Bagaza virus,turkey,0.911581805
1506,Tembusu virus,turkey,0.92989707
1507,Ilheus virus,turkey,0.911581805
1508,DENV,Proechimys cuvieri,0.911581805
1509,DENV,Proechimys cuvieri,0.911581805
1510,KFD,monkeys,0.811348455
1511,KFD,Semnopithecus entellus,0.535475279
1512,KFD,monkey,0.21137518
1513,KFD,Macaca radiata,0.21137518
1514,WEEV,horse,0.9916422090000001
1515,WNV,horse,0.97172553
1516,WNV,human,0.97172553
1517,SLEV,human,0.811348455
1518,SLEV,human,0.7697305259999999
1519,SLEV,human,0.7697305259999999
1520,USUV,blackbird,0.97136427
1521,USUV,magpie,0.97136427
1522,West Nile,human,0.7697305259999999
1523,DENV,human,0.535475279
1524,WNV,Magpie,0.7697305259999999
1525,WNV,Duck,0.21137518
1526,WNV,Chicken,0.811348455
1527,WNV,Turkey,0.21137518
1528,WNV,Green woodpecker,0.7697305259999999
1529,WNV,Magpie,0.245508239
1530,WNV,Duck,0.7697305259999999
1531,WNV,Chicken,0.245508239
1532,WNV,Turkey,0.811348455
1533,WNV,Green woodpecker,0.245508239
1534,WNV,Magpie,0.7697305259999999
1535,WNV,Duck,0.21137518
1536,WNV,Chicken,0.811348455
1537,WNV,Turkey,0.21137518
1538,WNV,Green woodpecker,0.7697305259999999
1539,WNV,Magpie,0.245508239
1540,WNV,Duck,0.7697305259999999
1541,WNV,Chicken,0.521006723
1542,WNV,Turkey,0.811348455
1543,WNV,Green woodpecker,0.245508239
1544,WNV,Magpie,0.245508239
1545,WNV,Duck,0.7697305259999999
1546,WNV,Chicken,0.245508239
1547,WNV,Turkey,0.7697305259999999
1548,WNV,Green woodpecker,0.245508239
1549,WNV,Magpie,0.811348455
1550,WNV,Duck,0.21137518
1551,WNV,Chicken,0.21137518
1552,WNV,Turkey,0.21137518
1553,WNV,Green woodpecker,0.811348455
1554,WNV,Magpie,0.245508239
1555,WNV,Duck,0.521006723
1556,WNV,Chicken,0.245508239
1557,WNV,Turkey,0.7697305259999999
1558,WNV,Green woodpecker,0.245508239
1559,WNV,Magpie,0.7697305259999999
1560,WNV,Duck,0.21137518
1561,WNV,Chicken,0.21137518
1562,WNV,Turkey,0.21137518
1563,WNV,Green woodpecker,0.811348455
1564,WNV,Magpie,0.245508239
1565,WNV,Duck,0.811348455
1566,WNV,Chicken,0.7697305259999999
1567,WNV,Turkey,0.21137518
1568,WNV,Green woodpecker,0.7697305259999999
1569,WNV,Magpie,0.245508239
1570,WNV,Duck,0.7697305259999999
1571,WNV,Chicken,0.245508239
1572,WNV,Turkey,0.7697305259999999
1573,WNV,Green woodpecker,0.245508239
1574,WNV,Magpie,0.7697305259999999
1575,WNV,Duck,0.21137518
1576,WNV,Chicken,0.811348455
1577,WNV,Turkey,0.21137518
1578,WNV,Green woodpecker,0.811348455
1579,WNV,Magpie,0.245508239
1580,WNV,Duck,0.811348455
1581,WNV,Chicken,0.7697305259999999
1582,WNV,Turkey,0.811348455
1583,WNV,Green woodpecker,0.245508239
1584,WNV,Magpie,0.245508239
1585,WNV,Duck,0.7697305259999999
1586,WNV,Chicken,0.7697305259999999
1587,WNV,Turkey,0.811348455
1588,WNV,Green woodpecker,0.245508239
1589,WNV,Magpie,0.245508239
1590,WNV,Duck,0.811348455
1591,WNV,Chicken,0.7697305259999999
1592,WNV,Turkey,0.21137518
1593,WNV,Green woodpecker,0.7697305259999999
1594,WNV,Magpie,0.521006723
1595,WNV,Duck,0.535475279
1596,WNV,Chicken,0.811348455
1597,WNV,Turkey,0.21137518
1598,WNV,Green woodpecker,0.7697305259999999
1599,WNV,Magpie,0.811348455
1600,WNV,Duck,0.21137518
1601,WNV,Chicken,0.21137518
1602,WNV,Turkey,0.21137518
1603,WNV,Green woodpecker,0.535475279
1604,WNV,Magpie,0.7697305259999999
1605,WNV,Duck,0.21137518
1606,WNV,Chicken,0.535475279
1607,WNV,Turkey,0.21137518
1608,WNV,Green woodpecker,0.811348455
1609,WNV,Magpie,0.245508239
1610,WNV,Duck,0.811348455
1611,WNV,Chicken,0.7697305259999999
1612,WNV,Turkey,0.535475279
1613,WNV,Green woodpecker,0.521006723
1614, BAGV ,Alectoris rufa,0.7697305259999999
1615,Bagaza virus,Alectoris rufa,0.7697305259999999
1616,BAGV,Alectoris rufa,0.7697305259999999
1617,WNV,human,0.811348455
1618,USUV,human,0.811348455
1619,IFA,Blue tit,0.452557473
1620,IFA,Red  backed shrike,0.452557473
1621,IFA,Tawny owl,0.452557473
1622,IFA,Marsh harrier,0.21137518
1623,IFA,Marsh tit,0.452557473
1624,IFA,Sand martin,0.452557473
1625,IFA,Great spotted woodpecker,0.452557473
1626,IFA,White stork,0.535475279
1627,IFA,Pandion haliaetus,0.21137518
1628,IFA,Anser fabalis,0.811348455
1629,IFA,Milvus migrans,0.452557473
1630,IFA,Peregrine falcon,0.452557473
1631,IFA,Crested tit,0.452557473
1632,IFA,House martin,0.452557473
1633,IFA,magpie,0.452557473
1634,IFA,Carrion crow,0.452557473
1635,IFA,Aegithalos caudatus,0.452557473
1636,IFA,Pink  footed goose,0.811348455
1637,IFA,Strix aluco,0.452557473
1638,IFA,Pica pica,0.452557473
1639,IFA,Parus caeruleus,0.452557473
1640,IFA,Parus palustris,0.452557473
1641,IFA,Common buzzard,0.452557473
1642,IFA,Otus scops,0.452557473
1643,IFA,European sparrowhawk,0.21137518
1644,IFA,Riparia riparia,0.452557473
1645,IFA,Ciconia ciconia,0.535475279
1646,IFA,Circus aeruginosus,0.21137518
1647,IFA,Lanius collurio,0.452557473
1648,IFA,Parus cristatus,0.452557473
1649,IFA,Delichon urbicum,0.452557473
1650,IFA,Falco peregrinus,0.452557473
1651,IFA,Tyto alba,0.452557473
1652,IFA,Wood warbler,0.452557473
1653,IFA,Mute swan,0.811348455
1654,IFA,Corvus corone,0.452557473
1655,IFA,Phylloscopus trochilus,0.452557473
1656,IFA,Dendrocopos major,0.452557473
1657,IFA,Jay,0.452557473
1658,IFA,Green woodpecker,0.452557473
1659,IFA,White  fronted goose,0.811348455
1660,IFA,Buteo buteo,0.452557473
1661,IFA,Honey buzzard,0.21137518
1662,IFA,Anser brachyrhynchus,0.811348455
1663,IFA,Grasshopper warbler,0.452557473
1664,IFA,Cuckoo,0.452557473
1665,IFA,Cygnus olor,0.811348455
1666,IFA,Willow warbler,0.452557473
1667,IFA,Willow tit,0.452557473
1668,IFA,Accipiter nisus,0.21137518
1669,IFA,Great tit,0.452557473
1670,IFA,Rook,0.452557473
1671,IFA,Coal tit,0.452557473
1672,IFA,Garrulus glandarius,0.452557473
1673,IFA,Little owl,0.452557473
1674,IFA,Raven,0.452557473
1675,IFA,Swallow,0.452557473
1676,IFA,Goshawk,0.21137518
1677,IFA,Phylloscopus sibilatrix,0.452557473
1678,IFA,Picus viridis,0.452557473
1679,IFA,Long  tailed tit,0.452557473
1680,IFA,Kingfisher,0.452557473
1681,IFA,Cuculus canorus,0.452557473
1682,IFA,Common kestrel,0.452557473
1683,IFA,Pernis apivorus,0.21137518
1684,IFA,Parus major,0.452557473
1685,IFA,Parus ater,0.452557473
1686,IFA,Anser albifrons,0.811348455
1687,IFA,Asio otus,0.452557473
1688,IFA,Corvus frugilegus,0.452557473
1689,IFA,Corvus corax,0.452557473
1690,IFA,Parus montanus,0.452557473
1691,IFA,Hirundo rustica,0.452557473
1692,IFA,Athene noctua,0.452557473
1693,IFA,Locustella naevia,0.452557473
1694,IFA,Accipiter gentilis,0.21137518
1695,IFA,Haliaeetus albicilla,0.452557473
1696,IFA,Osprey,0.21137518
1697,IFA,Alcedo atthis,0.452557473
1698,IFA,Bean goose,0.811348455
1699,IFA,Black kite,0.452557473
1700,IFA,Falco tinnunculus,0.452557473
1701,IFA,Phylloscopus collybita,0.452557473
1702,West Nile,human,0.7697305259999999
1703,Sindbis,human,0.7697305259999999
1704,TBEV,sheep,0.971334661
1705,WNV,Rufous Hornero,0.7697305259999999
1706,USUV,green monkey,0.811348455
1707,WNV,green monkey,0.811348455
1708, CPE ,green monkey,0.811348455
1709,Zika virus,monkeys,0.811348455
1710,Zika virus,human,0.811348455
1711,Omsk hemorrhagic fever,sheep,0.7697305259999999
1712,Omsk hemorrhagic fever,sheep,0.7697305259999999
1713,Kyasanur Forest disease,sheep,0.7697305259999999
1714,Kyasanur Forest disease,sheep,0.7697305259999999
1715,TBE,sheep,0.92989707
1716,TBE,sheep,0.780477858
1717,tick  borne encephalitis,sheep,0.7697305259999999
1718,tick  borne encephalitis,sheep,0.7697305259999999
1719,Langat,sheep,0.7697305259999999
1720,Langat,sheep,0.7697305259999999
1721,Louping ill,sheep,0.92989707
1722,Louping ill,sheep,0.92989707
1723,Powassan,sheep,0.7697305259999999
1724,Powassan,sheep,0.7697305259999999
1725,tick  borne encephalitis,sheep,0.92989707
1726,tick  borne encephalitis,sheep,0.92989707
1727,ZIKV,human,0.811348455
1728,TBE,red fox,0.811348455
1729,TBE,red fox,0.7697305259999999
1730,TBEV,red fox,0.811348455
1731,TBEV,red fox,0.7697305259999999
1732,TBE virus,human,0.811348455
1733,yellow fever virus,human,0.811348455
1734,dengue virus,human,0.811348455
1735,Japanese encephalitis virus,human,0.811348455
1736,JEV,human,0.811348455
1737,JEV,human,0.918637574
1738,dengue,Human,0.9885914640000001
1739,TBEV,mouse,0.7697305259999999
1740,Tick  borne encephalitis,drome,0.811348455
1741,West Nile virus,Caracara cheriway,0.7697305259999999
1742,West Nile virus,Crested Caracara,0.7697305259999999
1743,TBE virus,sheep,0.9166542679999999
1744,TBEV,sheep,0.9166542679999999
1745,USUV,human,0.92989707
1746,West Nile virus,human,0.811348455
1747,tick  borne encephalitis virus,mouse,0.9916422090000001
1748,Tick  Borne Encephalitis Virus,house mouse,0.874184298
1749,Tick  Borne Encephalitis Virus,Apodemus sylvaticus,0.874184298
1750,Tick  Borne Encephalitis Virus,field vole,0.874184298
1751,Tick  Borne Encephalitis Virus,Microtus agrestis,0.874184298
1752,Tick  Borne Encephalitis Virus,Microtus arvalis,0.874184298
1753,Tick  Borne Encephalitis Virus,Mus musculus,0.874184298
1754,Tick  Borne Encephalitis Virus,bank vole,0.874184298
1755,Tick  Borne Encephalitis Virus,Myodes glareolus,0.874184298
1756,Tick  Borne Encephalitis Virus,Apodemus agrarius,0.962856983
1757,Tick  Borne Encephalitis Virus,long  tailed field mouse,0.874184298
1758,Tick  Borne Encephalitis Virus,mouse,0.874184298
1759,Tick  Borne Encephalitis Virus,wood mouse,0.874184298
1760,Tick  Borne Encephalitis Virus,common vole,0.874184298
1761,Tick  Borne Encephalitis Virus,Apodemus flavicollis,0.962856983
1762,Tick  Borne Encephalitis Virus,striped field mouse,0.962856983
1763,KFD,Macaca radiata,0.7697305259999999
1764,KFDV,Macaca radiata,0.7697305259999999
1765,TBEV,A agrarius,0.97172553
1766,TBEV,A agrarius,0.9778846520000001
1767,WEEV,mouse,0.911581805
1768,SLEV,mouse,0.911581805
1769,dengue,human,0.324421657
1770,dengue virus,human,0.811348455
1771,dengue virus,human,0.811348455
1772,TAHV,Clethrionomys glareolus,0.8952688259999999
1773,TAHV,Apodemus sylvaticus,0.8952688259999999
1774,TAHV,wood mouse,0.8952688259999999
1775,TAHV,bank vole,0.8952688259999999
1776,WNV,human,0.917261627
1777,KFD,monkeys,0.811348455
1778,KFD,human,0.811348455
1779,KFD,monkeys,0.7697305259999999
1780,KFD,human,0.7697305259999999
1781,KFDV,Mus platythrix,0.406677151
1782,KFDV,petaurista philippensis,0.406677151
1783,KFDV,Hipposideros lankadiva,0.406677151
1784,KFDV,Cynopterus sphinx,0.406677151
1785,KFDV,Hipposideros speoris,0.406677151
1786,KFDV,Petaurista petaurista,0.406677151
1787,KFDV,Rattus rattus,0.406677151
1788,KFDV,northern palm squirrel,0.406677151
1789,KFDV,Golunda ellioti,0.406677151
1790,KFDV,Vandeleuria oleracea,0.406677151
1791,KFDV,Mus booduga,0.406677151
1792,KFDV,Lepus nigricollis,0.406677151
1793,KFDV,Rattus rattus,0.406677151
1794,KFDV,Eonycteris spelaea,0.406677151
1795,KFDV,Chalcophaps indica,0.874184298
1796,KFDV,black  naped hare,0.406677151
1797,KFDV,Treron pompadora,0.874184298
1798,KFDV,mouse,0.406677151
1799,KFDV,Indian gerbil,0.406677151
1800,KFDV,Suncus murinus,0.9166542679999999
1801,KFDV,Mus platythrix,0.406677151
1802,KFDV,petaurista philippensis,0.406677151
1803,KFDV,Hipposideros lankadiva,0.406677151
1804,KFDV,Cynopterus sphinx,0.406677151
1805,KFDV,Hipposideros speoris,0.406677151
1806,KFDV,Petaurista petaurista,0.406677151
1807,KFDV,Rattus rattus,0.406677151
1808,KFDV,northern palm squirrel,0.406677151
1809,KFDV,Golunda ellioti,0.406677151
1810,KFDV,Vandeleuria oleracea,0.406677151
1811,KFDV,Mus booduga,0.406677151
1812,KFDV,Lepus nigricollis,0.406677151
1813,KFDV,Rattus rattus,0.406677151
1814,KFDV,Eonycteris spelaea,0.406677151
1815,KFDV,Chalcophaps indica,0.874184298
1816,KFDV,black  naped hare,0.406677151
1817,KFDV,Treron pompadora,0.874184298
1818,KFDV,mouse,0.406677151
1819,KFDV,Indian gerbil,0.406677151
1820,KFDV,Suncus murinus,0.9166542679999999
1821,DENV,monkeys,0.991338518
1822,KFDV,human,0.997274792
1823,KFD,human,0.992877153
1824,WNV,mice,0.9166542679999999
1825,TBEV,mice,0.7697305259999999
1826,TBEV,Apodemus,0.7697305259999999
1827,TBEV,mice,0.7697305259999999
1828,Tembusu virus,human,0.811348455
1829,DENV,human,0.900911198
1830,DENV,human,0.9166542679999999
1831,West Nile virus,human,0.977576962
1832,IHC,Canis latrans,0.5
1833,IHC,Snow leopard,0.21137518
1834,IHC,Cougar,0.21137518
1835,IHC,Jaguar,0.21137518
1836,IHC,Vulpes vulpes,0.5
1837,IHC,Lion,0.100442185
1838,IHC,Coyote,0.5
1839,IHC,Puma,0.21137518
1840,IHC,Phoca vitulina,0.100442185
1841,IHC,Red fox,0.5
1842,IHC,Panthera onca,0.21137518
1843,IHC,Harbor seal,0.100442185
1844,IHC,Tiger,0.100442185
1845,IHC,Canis lupus,0.5
1846,IHC,Canis latrans,0.5
1847,IHC,Snow leopard,0.21137518
1848,IHC,Cougar,0.21137518
1849,IHC,Jaguar,0.21137518
1850,IHC,Vulpes vulpes,0.5
1851,IHC,Lion,0.100442185
1852,IHC,Coyote,0.5
1853,IHC,Puma,0.21137518
1854,IHC,Phoca vitulina,0.100442185
1855,IHC,Red fox,0.5
1856,IHC,Panthera onca,0.21137518
1857,IHC,Harbor seal,0.100442185
1858,IHC,Tiger,0.100442185
1859,IHC,Canis lupus,0.5
1860,West Nile virus,mouse,0.92989707
1861,TBEV,human,0.808536266
1862,SLE,human,0.5
1863,yellow fever,human,0.5
1864,KFD,human,0.811348455
1865,TBE virus,dog,0.9916422090000001
1866,CNS,Human,0.245508239
1867,TBEV,Human,0.7697305259999999
1868,yellow fever,Alouatta sp,0.7697305259999999
1869,yellow fever,monkeys,0.7697305259999999
1870,YFV,mice,0.539882364
1871,YFV,mice,0.7379873859999999
1872,ENTV,mice,0.539882364
1873,ENTV,mice,0.7379873859999999
1874,ENTV,mice,0.539882364
1875,ENTV,mice,0.7379873859999999
1876,ENTV,mice,0.294076903
1877,ENTV,mice,0.5
1878,ENTV,mice,0.539882364
1879,ENTV,mice,0.7379873859999999
1880,Entebbe bat virus,mice,0.539882364
1881,Entebbe bat virus,mice,0.7379873859999999
1882,Entebbe bat virus,mice,0.539882364
1883,Entebbe bat virus,mice,0.7379873859999999
1884,TBE,human,0.911581805
1885,TBE,human,0.911581805
1886,CGLV,Choloepus hoffmanni,0.911581805
1887,CGLV,Bradypus variegatus,0.911581805
1888,TBE,human,0.911581805
1889,TBEV,human,0.92989707
1890, BHAV ,swine,0.535475279
1891, BHAV ,Puffin,0.7697305259999999
1892,DHOV,swine,0.811348455
1893,DHOV,Puffin,0.245508239
1894, MEAV ,swine,0.21137518
1895, MEAV ,Puffin,0.535475279
1896, OKHV ,swine,0.811348455
1897, OKHV ,Puffin,0.7697305259999999
1898, SOLV ,swine,0.21137518
1899, SOLV ,Puffin,0.811348455
1900, TBEV ,swine,0.733737337
1901, TBEV ,Puffin,0.733737337
1902, ZTV ,swine,0.21137518
1903, ZTV ,Puffin,0.811348455
1904, BAUV ,swine,0.811348455
1905, BAUV ,Puffin,0.245508239
1906,Meaban,swine,0.21137518
1907,Meaban,Puffin,0.535475279
1908,Eyach,swine,0.535475279
1909,Eyach,Puffin,0.7697305259999999
1910, GAV ,swine,0.21137518
1911, GAV ,Puffin,0.811348455
1912, EYAV ,swine,0.811348455
1913, EYAV ,Puffin,0.7697305259999999
1914, CWV ,swine,0.811348455
1915, CWV ,Puffin,0.7697305259999999
1916, PIV ,swine,0.21137518
1917, PIV ,Puffin,0.7697305259999999
1918, LIV ,swine,0.733737337
1919, LIV ,Puffin,0.922188745
1920, BAHV ,swine,0.21137518
1921, BAHV ,Puffin,0.811348455
1922,African swine fever virus,swine,0.811348455
1923,African swine fever virus,Puffin,0.245508239
1924, PTVV ,swine,0.21137518
1925, PTVV ,Puffin,0.811348455
1926,Tyuleniy,swine,0.733737337
1927,Tyuleniy,Puffin,0.922188745
1928, MYKV ,swine,0.811348455
1929, MYKV ,Puffin,0.521006723
1930, SAHV ,swine,0.21137518
1931, SAHV ,Puffin,0.811348455
1932, AVAV ,swine,0.21137518
1933, AVAV ,Puffin,0.7697305259999999
1934, TYUV ,swine,0.21137518
1935, TYUV ,Puffin,0.535475279
1936, MTRV ,swine,0.21137518
1937, MTRV ,Puffin,0.811348455
1938, TRBV ,swine,0.811348455
1939, TRBV ,Puffin,0.7697305259999999
1940,THOV,swine,0.811348455
1941,THOV,Puffin,0.245508239
1942,ASFV,swine,0.7697305259999999
1943,ASFV,Puffin,0.245508239
1944, UUKV ,swine,0.21137518
1945, UUKV ,Puffin,0.811348455
1946, TDMV ,swine,0.811348455
1947, TDMV ,Puffin,0.521006723
1948, CMV ,swine,0.21137518
1949, CMV ,Puffin,0.7697305259999999
1950,BHK,green monkey,0.811348455
1951,BHK,Human,0.7697305259999999
1952,BHK,Human,0.7697305259999999
1953,BHK,mouse,0.811348455
1954,BHK,Human,0.5
1955,Zika,rhesus monkey,0.7697305259999999
1956, BTS ,Choloepus hoffmanni,0.7697305259999999
1957, BTS ,brown  throated sloth,0.7697305259999999
1958, HTS ,Choloepus hoffmanni,0.7697305259999999
1959, HTS ,brown  throated sloth,0.811348455
1960,TBE,Apodemus,0.989716913
1961,TBE,human,0.996933375
1962,TBE,Apodemus,0.9035593820000001
1963,TBE,human,0.991989221
1964,TBE virus,Apodemus,0.9723201490000001
1965,TBE virus,human,0.996933375
1966,ZIKV,human,0.971334661
1967,TBE,red fox,0.7697305259999999
1968,TBE,V vulpes,0.7697305259999999
1969,West Nile,human,0.7697305259999999
1970,USUV,Blackbird,0.811348455
1971,Kyasanur Forest disease,human,0.811348455
1972,EEE virus,cattle,0.5
1973,EEE virus,cattle,0.5
1974,DENV,human,0.811348455
1975,SINV,human,0.7697305259999999
1976,WNV,Prairie warbler,0.5
1977,WNV,Dendroica petechia,0.21137518
1978,WNV,Caribbean dove,0.5
1979,WNV,Golden warbler,0.5
1980,WNV,Yellow warbler,0.5
1981,WNV,Caribbean elaenia,0.21137518
1982,WNV,Pearly  eyed thrasher,0.21137518
1983,WNV,Northern waterthrush,0.5
1984,SLEV,Prairie warbler,0.21137518
1985,SLEV,Dendroica petechia,0.21137518
1986,SLEV,Caribbean dove,0.5
1987,SLEV,Golden warbler,0.21137518
1988,SLEV,Yellow warbler,0.5
1989,SLEV,Caribbean elaenia,0.21137518
1990,SLEV,Pearly  eyed thrasher,0.21137518
1991,SLEV,Northern waterthrush,0.5
1992,WNV,Prairie warbler,0.5
1993,WNV,Dendroica petechia,0.5
1994,WNV,Caribbean dove,0.5
1995,WNV,Golden warbler,0.5
1996,WNV,Yellow warbler,0.5
1997,WNV,Caribbean elaenia,0.5
1998,WNV,Pearly  eyed thrasher,0.5
1999,WNV,Northern waterthrush,0.5
2000,SLEV,Prairie warbler,0.245508239
2001,SLEV,Dendroica petechia,0.5
2002,SLEV,Caribbean dove,0.245508239
2003,SLEV,Golden warbler,0.5
2004,SLEV,Yellow warbler,0.245508239
2005,SLEV,Caribbean elaenia,0.5
2006,SLEV,Pearly  eyed thrasher,0.5
2007,SLEV,Northern waterthrush,0.245508239
2008,West Nile virus,Prairie warbler,0.245508239
2009,West Nile virus,Dendroica petechia,0.245508239
2010,West Nile virus,Caribbean dove,0.245508239
2011,West Nile virus,Golden warbler,0.245508239
2012,West Nile virus,Yellow warbler,0.245508239
2013,West Nile virus,Caribbean elaenia,0.245508239
2014,West Nile virus,Pearly  eyed thrasher,0.245508239
2015,West Nile virus,Northern waterthrush,0.245508239
2016,SLEV,Prairie warbler,0.245508239
2017,SLEV,Dendroica petechia,0.245508239
2018,SLEV,Caribbean dove,0.245508239
2019,SLEV,Golden warbler,0.245508239
2020,SLEV,Yellow warbler,0.245508239
2021,SLEV,Caribbean elaenia,0.5
2022,SLEV,Pearly  eyed thrasher,0.245508239
2023,SLEV,Northern waterthrush,0.245508239
2024,SLEV,Prairie warbler,0.5
2025,SLEV,Dendroica petechia,0.5
2026,SLEV,Caribbean dove,0.5
2027,SLEV,Golden warbler,0.5
2028,SLEV,Yellow warbler,0.5
2029,SLEV,Caribbean elaenia,0.21137518
2030,SLEV,Pearly  eyed thrasher,0.5
2031,SLEV,Northern waterthrush,0.5
2032,WNV,Prairie warbler,0.245508239
2033,WNV,Dendroica petechia,0.245508239
2034,WNV,Caribbean dove,0.245508239
2035,WNV,Golden warbler,0.245508239
2036,WNV,Yellow warbler,0.245508239
2037,WNV,Caribbean elaenia,0.5
2038,WNV,Pearly  eyed thrasher,0.245508239
2039,WNV,Northern waterthrush,0.245508239
2040,WNV,Prairie warbler,0.245508239
2041,WNV,Dendroica petechia,0.245508239
2042,WNV,Caribbean dove,0.245508239
2043,WNV,Golden warbler,0.245508239
2044,WNV,Yellow warbler,0.245508239
2045,WNV,Caribbean elaenia,0.5
2046,WNV,Pearly  eyed thrasher,0.5
2047,WNV,Northern waterthrush,0.245508239
2048,tick  borne encephalitis virus,human,0.7697305259999999
2049,tick  borne encephalitis,sheep,0.7697305259999999
2050,TBE,human,0.7697305259999999
2051,West Nile Virus,human,0.9778846520000001
2052,WNV,brown bear,0.996435718
2053,WNV,Ursus arctos,0.996435718
2054,West Nile virus,Sciurus niger,0.971334661
2055,TBE virus,red deer,0.7697305259999999
2056,TBE virus,Vulpes vulpes,0.7697305259999999
2057,TBE virus,Cervus elaphus,0.7697305259999999
2058,TBE virus,red fox,0.7697305259999999
2059,TBE virus,red deer,0.811348455
2060,TBE virus,Vulpes vulpes,0.811348455
2061,TBE virus,Cervus elaphus,0.811348455
2062,TBE virus,red fox,0.811348455
2063,TBEV,Apodemus,0.294076903
2064,TBEV,A pallipes,0.5
2065,TBEV,mice,0.5
2066, WNV ,human,0.7697305259999999
2067,West Nile virus,human,0.7697305259999999
2068,USUV,human,0.811348455
2069,TBEV,Turkey,0.811348455
2070,WNV,Lepus californicus,0.911581805
2071,WNV,black  tailed jackrabbit,0.911581805
2072,PAP,mouse,0.7697305259999999
2073,PAP,goat,0.7697305259999999
2074,PAP,mouse,0.7697305259999999
2075,PAP,mouse,0.7697305259999999
2076,BHK,mouse,0.811348455
2077,BHK,goat,0.811348455
2078,BHK,mouse,0.811348455
2079,BHK,mouse,0.811348455
2080, PAP ,mouse,0.811348455
